publication_number,filing_date,cpc_code
KR-101692039-B1,20160706,G06Q30/06
US-2017046680-A1,20161025,G06Q30/06
US-2017046680-A1,20161025,G06Q30/06
US-2017116603-A1,20160628,G06Q30/06
KR-101745322-B1,20160304,G06Q30/06
US-2018307891-A1,20160915,G06Q30/06
KR-20180051190-A,20161108,G06Q30/06
KR-20180051190-A,20161108,G06Q30/06
SE-1630057-A1,20160317,G06Q30/06
KR-101807965-B1,20160920,G06Q30/06
WO-2017105122-A3,20161216,G06Q30/06
WO-2018117292-A1,20161221,G06Q30/06
US-9553880-B2,20160120,G06Q30/06
US-9553880-B2,20160120,G06Q30/06
WO-2017007233-A3,20160706,G06Q30/06
WO-2016152277-A1,20160205,G06Q30/06
US-2017068910-A1,20161118,G06Q30/06
US-2016323770-A1,20160711,G06Q30/06
US-2016323770-A1,20160711,G06Q30/06
US-2016182677-A1,20160212,G06Q30/06
US-2016182677-A1,20160212,G06Q30/06
KR-20170085802-A,20160115,G06Q30/06
US-10558962-B2,20160414,G06Q30/06
US-10558962-B2,20160414,G06Q30/06
US-10558962-B2,20160414,G06Q30/06
KR-101840790-B1,20160516,G06Q30/06
US-10489580-B2,20161227,G06Q30/06
US-10489580-B2,20161227,G06Q30/06
JP-6303230-B2,20160609,G06Q30/06
JP-6303230-B2,20160609,G06Q30/06
US-2016203667-A1,20160202,G06Q30/06
US-2017249573-A1,20161005,G06Q30/06
KR-20160119015-A,20160929,G06Q30/06
KR-20160119015-A,20160929,G06Q30/06
KR-20180039419-A,20161010,G06Q30/06
US-9652533-B2,20160812,G06Q30/06
US-9652533-B2,20160812,G06Q30/06
WO-2016146071-A1,20160317,G06Q30/06
WO-2017181426-A1,20160422,G06Q30/06
WO-2017111195-A1,20160104,G06Q30/06
US-9996861-B2,20160310,G06Q30/06
US-9996861-B2,20160310,G06Q30/06
WO-2018123030-A1,20161228,G06Q30/06
TW-I651674-B,20160218,G06Q30/06
TW-I651674-B,20160218,G06Q30/06
TW-I651674-B,20160218,G06Q30/06
KR-101718882-B1,20160627,G06Q30/06
KR-101718882-B1,20160627,G06Q30/06
US-2017003953-A1,20160916,G06Q30/06
US-2017154389-A1,20161004,G06Q30/06
CN-106168875-A,20160308,G06Q30/06
CN-106168875-A,20160308,G06Q30/06
CN-105893507-A,20160330,G06Q30/06
WO-2017200142-A1,20160714,G06Q30/06
WO-2017081620-A2,20161109,G06Q30/06
WO-2017110725-A1,20161219,G06Q30/06
WO-2018018544-A1,20160728,G06Q30/06
US-2017109805-A1,20161125,G06Q30/06
US-2018226144-A1,20160812,G06Q30/06
US-2017039579-A1,20160719,G06Q30/06
US-2017039579-A1,20160719,G06Q30/06
US-2017039579-A1,20160719,G06Q30/06
US-2019056602-A1,20160304,G06Q30/06
US-2019056602-A1,20160304,G06Q30/06
US-2018329929-A1,20160916,G06Q30/06
US-2018157725-A1,20161201,G06Q30/06
US-2017061204-A1,20161110,G06Q30/06
US-9871977-B2,20160331,G06Q30/06
WO-2017107797-A1,20161213,G06Q30/06
KR-20170083453-A,20160108,G06Q30/06
KR-20190016598-A,20160602,G06Q30/06
KR-20170082385-A,20160106,G06Q30/06
KR-20170090579-A,20160129,G06Q30/06
MX-2016012507-A,20160926,G06Q30/06
US-2018121900-A1,20160415,G06Q30/06
KR-20170100232-A,20160225,G06Q30/06
SG-10201610781P-A,20161222,G06Q30/06
KR-20160123978-A,20160113,G06Q30/06
KR-101638375-B1,20160218,G06Q30/06
JP-WO2017203573-A1,20160523,G06Q30/06
KR-101803006-B1,20160216,G06Q30/06
WO-2018096381-A1,20161122,G06Q30/06
KR-20170132525-A,20160524,G06Q30/06
KR-101756394-B1,20160129,G06Q30/06
KR-101650944-B1,20160317,G06Q30/06
KR-101650944-B1,20160317,G06Q30/06
WO-2017034337-A1,20160825,G06Q30/06
US-2017098281-A1,20161215,G06Q30/06
US-2016239818-A1,20160422,G06Q30/06
US-2016189137-A1,20160304,G06Q30/06
US-2016328692-A1,20160428,G06Q30/06
KR-20170089111-A,20160126,G06Q30/06
KR-20170112820-A,20160401,G06Q30/06
TW-201719550-A,20161111,G06Q30/06
KR-20160026955-A,20160222,G06Q30/06
KR-20170109458-A,20160321,G06Q30/06
US-10210715-B2,20161209,G06Q30/06
US-10210715-B2,20161209,G06Q30/06
US-2016275390-A1,20160601,G06Q30/06
US-2016275390-A1,20160601,G06Q30/06
EP-3292517-A1,20160505,G06Q30/06
EP-3290252-A1,20161014,G06Q30/06
DE-102016107838-A1,20160427,G06Q30/06
US-2018068401-A1,20160908,G06Q30/06
US-2018068401-A1,20160908,G06Q30/06
US-2018068401-A1,20160908,G06Q30/06
KR-20170086850-A,20160119,G06Q30/06
TR-201603774-A1,20160323,G06Q30/06
KR-20170101018-A,20160226,G06Q30/06
KR-20180011792-A,20160422,G06Q30/06
KR-20170085261-A,20160114,G06Q30/06
US-2017255892-A1,20160301,G06Q30/06
US-2017255892-A1,20160301,G06Q30/06
US-2018232788-A1,20160819,G06Q30/06
US-2016292737-A1,20160406,G06Q30/06
US-2016292737-A1,20160406,G06Q30/06
KR-20170112933-A,20161007,G06Q30/06
CN-105976233-A,20160719,G06Q30/06
US-9953275-B2,20160415,G06Q30/06
US-9953275-B2,20160415,G06Q30/06
WO-2017026852-A1,20160812,G06Q30/06
WO-2017071168-A1,20160421,G06Q30/06
KR-20170126240-A,20160509,G06Q30/06
US-2017003846-A1,20160916,G06Q30/06
TW-I664394-B,20161123,G06Q30/06
JP-WO2017221313-A1,20160620,G06Q30/06
KR-101772790-B1,20160105,G06Q30/06
KR-20170102605-A,20160302,G06Q30/06
JP-WO2018100681-A1,20161130,G06Q30/06
KR-101624959-B1,20160204,G06Q30/06
US-2017109664-A1,20161228,G06Q30/06
KR-20160049516-A,20160415,G06Q30/06
KR-20160049516-A,20160415,G06Q30/06
KR-20170132535-A,20160524,G06Q30/06
KR-20170141569-A,20160620,G06Q30/06
KR-20180037782-A,20161005,G06Q30/06
RU-2016113104-A,20160406,G06Q30/06
KR-20170092433-A,20160505,G06Q30/06
JP-WO2016158799-A1,20160325,G06Q30/06
US-9996257-B2,20161213,G06Q30/06
WO-2016179065-A1,20160502,G06Q30/06
WO-2016179065-A1,20160502,G06Q30/06
WO-2017034007-A1,20160825,G06Q30/06
US-10269011-B2,20160923,G06Q30/06
US-10269011-B2,20160923,G06Q30/06
JP-WO2018020561-A1,20160725,G06Q30/06
WO-2017122872-A1,20160331,G06Q30/06
JP-2019515820-A,20160525,G06Q30/06
JP-WO2017138088-A1,20160209,G06Q30/06
KR-20180115822-A,20160602,G06Q30/06
KR-20180053302-A,20160909,G06Q30/06
KR-20180053302-A,20160909,G06Q30/06
KR-20170085736-A,20160115,G06Q30/06
KR-20170095488-A,20160215,G06Q30/06
US-10474314-B2,20160321,G06Q30/06
US-10474314-B2,20160321,G06Q30/06
US-10489850-B2,20160113,G06Q30/06
US-10489850-B2,20160113,G06Q30/06
US-10489850-B2,20160113,G06Q30/06
US-2016253084-A1,20160226,G06Q30/06
US-2018052713-A1,20160819,G06Q30/06
WO-2017026816-A1,20160811,G06Q30/06
WO-2017181436-A1,20160427,G06Q30/06
WO-2016183334-A1,20160512,G06Q30/06
WO-2017056433-A1,20160915,G06Q30/06
US-10475104-B2,20160201,G06Q30/06
US-10475104-B2,20160201,G06Q30/06
US-10475104-B2,20160201,G06Q30/06
US-10475104-B2,20160201,G06Q30/06
KR-101643720-B1,20160104,G06Q30/06
PH-22016000121-Y1,20160302,G06Q30/06
KR-20170083192-A,20160107,G06Q30/06
SG-10201610472X-A,20161214,G06Q30/06
US-2016196594-A1,20160317,G06Q30/06
US-2016196594-A1,20160317,G06Q30/06
WO-2016140556-A4,20160304,G06Q30/06
WO-2018048037-A1,20161230,G06Q30/06
WO-2016158799-A1,20160325,G06Q30/06
KR-20180014577-A,20160801,G06Q30/06
MX-366373-B,20161104,G06Q30/06
KR-20160107117-A,20160302,G06Q30/06
KR-20160030138-A,20160224,G06Q30/06
WO-2016204555-A1,20160617,G06Q30/06
WO-2018018548-A1,20160728,G06Q30/06
WO-2017215231-A1,20161223,G06Q30/06
WO-2017150749-A1,20160303,G06Q30/06
US-10289742-B2,20160427,G06Q30/06
KR-101812257-B1,20161116,G06Q30/06
KR-20180004738-A,20160502,G06Q30/06
KR-20180004738-A,20160502,G06Q30/06
CN-106251062-A,20160729,G06Q30/06
CN-107545423-A,20160624,G06Q30/06
WO-2018012646-A2,20160713,G06Q30/06
WO-2016189775-A1,20160218,G06Q30/06
WO-2018092956-A1,20161121,G06Q30/06
WO-2018062635-A1,20161230,G06Q30/06
WO-2016152765-A1,20160318,G06Q30/06
US-9723443-B2,20160517,G06Q30/06
US-9723443-B2,20160517,G06Q30/06
KR-20170087282-A,20160120,G06Q30/06
US-2018300823-A1,20160428,G06Q30/06
KR-20170139430-A,20160614,G06Q30/06
KR-101808271-B1,20160512,G06Q30/06
KR-101808271-B1,20160512,G06Q30/06
RU-2694146-C2,20161230,G06Q30/06
US-2017109750-A1,20161228,G06Q30/06
WO-2017115959-A1,20160708,G06Q30/06
WO-2017138088-A1,20160209,G06Q30/06
WO-2017089033-A1,20161019,G06Q30/06
US-2017011105-A1,20160511,G06Q30/06
US-2016189144-A1,20160309,G06Q30/06
US-2017027248-A1,20160726,G06Q30/06
KR-20180044921-A,20160829,G06Q30/06
KR-20180026151-A,20160902,G06Q30/06
KR-20170127541-A,20160325,G06Q30/06
KR-101816295-B1,20160128,G06Q30/06
US-2018075427-A1,20160915,G06Q30/06
US-2016328774-A1,20160526,G06Q30/06
WO-2016191209-A1,20160519,G06Q30/06
US-10142703-B2,20160203,G06Q30/06
US-10142703-B2,20160203,G06Q30/06
US-10142703-B2,20160203,G06Q30/06
US-10268981-B2,20160404,G06Q30/06
US-10268981-B2,20160404,G06Q30/06
KR-101690736-B1,20160420,G06Q30/06
KR-20170103062-A,20160302,G06Q30/06
WO-2017035011-A1,20160819,G06Q30/06
US-9916617-B2,20161122,G06Q30/06
US-9916617-B2,20161122,G06Q30/06
US-10565599-B2,20160815,G06Q30/06
US-10565599-B2,20160815,G06Q30/06
US-2016285781-A1,20160606,G06Q30/06
US-2016285781-A1,20160606,G06Q30/06
US-2017161799-A1,20160818,G06Q30/06
WO-2017010939-A1,20160711,G06Q30/06
PH-22016001104-Y1,20160510,G06Q30/06
KR-101667003-B1,20160217,G06Q30/06
TW-I613610-B,20161111,G06Q30/06
JP-WO2018042668-A1,20160905,G06Q30/06
WO-2018018553-A1,20160728,G06Q30/06
US-10521452-B2,20160429,G06Q30/06
US-10521452-B2,20160429,G06Q30/06
US-10521452-B2,20160429,G06Q30/06
US-2016321666-A1,20160712,G06Q30/06
WO-2018032137-A1,20160814,G06Q30/06
WO-2017117194-A1,20161228,G06Q30/06
WO-2016123545-A1,20160129,G06Q30/06
US-2017039609-A1,20161019,G06Q30/06
US-2017091771-A1,20160114,G06Q30/06
US-9992184-B2,20160204,G06Q30/06
US-9992184-B2,20160204,G06Q30/06
US-9992184-B2,20160204,G06Q30/06
US-9990679-B2,20160830,G06Q30/06
US-9990679-B2,20160830,G06Q30/06
WO-2017081620-A3,20161109,G06Q30/06
WO-2018018543-A1,20160728,G06Q30/06
WO-2017212667-A1,20161129,G06Q30/06
WO-2016197854-A1,20160602,G06Q30/06
WO-2017197625-A1,20160519,G06Q30/06
KR-20170124053-A,20160501,G06Q30/06
US-2017083966-A1,20161205,G06Q30/06
US-2017083966-A1,20161205,G06Q30/06
JP-2019505022-A,20161221,G06Q30/06
HK-1221808-A1,20160817,G06Q30/06
EP-3109804-A1,20160624,G06Q30/06
US-2018122062-A1,20160303,G06Q30/06
US-2018122062-A1,20160303,G06Q30/06
US-2017019500-A1,20160713,G06Q30/06
US-2017019500-A1,20160713,G06Q30/06
US-2016373791-A1,20160831,G06Q30/06
US-2016306610-A1,20160630,G06Q30/06
US-2018285955-A1,20160801,G06Q30/06
US-2016171454-A1,20160219,G06Q30/06
US-2016171454-A1,20160219,G06Q30/06
US-2016203538-A1,20160113,G06Q30/06
US-2016203538-A1,20160113,G06Q30/06
KR-20170100339-A,20160225,G06Q30/06
US-2019295058-A1,20160905,G06Q30/06
US-9646237-B2,20160601,G06Q30/06
US-9646237-B2,20160601,G06Q30/06
US-9646237-B2,20160601,G06Q30/06
US-9715371-B2,20160630,G06Q30/06
US-9715371-B2,20160630,G06Q30/06
US-2018268469-A1,20161124,G06Q30/06
US-2019244216-A1,20161109,G06Q30/06
US-2019310124-A1,20161122,G06Q30/06
US-2018240205-A1,20160825,G06Q30/06
KR-20170110342-A,20160323,G06Q30/06
US-10380662-B2,20160830,G06Q30/06
US-10380662-B2,20160830,G06Q30/06
KR-101769096-B1,20160120,G06Q30/06
TW-201807377-A,20161123,G06Q30/06
KR-20170099042-A,20160223,G06Q30/06
KR-20170110826-A,20160324,G06Q30/06
US-2018040185-A1,20160211,G06Q30/06
US-2018040185-A1,20160211,G06Q30/06
KR-101712765-B1,20160215,G06Q30/06
US-2019043303-A1,20161121,G06Q30/06
US-2019043303-A1,20161121,G06Q30/06
US-2016358237-A1,20160602,G06Q30/06
US-2019012318-A1,20160819,G06Q30/06
KR-20170088717-A,20160125,G06Q30/06
MX-364683-B,20160708,G06Q30/06
MX-364683-B,20160708,G06Q30/06
KR-20160037139-A,20160311,G06Q30/06
KR-20170140056-A,20161222,G06Q30/06
KR-20170101016-A,20160226,G06Q30/06
KR-20170103413-A,20160304,G06Q30/06
US-2017111472-A1,20161229,G06Q30/06
WO-2017045064-A1,20160915,G06Q30/06
WO-2017203631-A1,20160525,G06Q30/06
WO-2016186700-A1,20160311,G06Q30/06
KR-20170088727-A,20160125,G06Q30/06
KR-20170114908-A,20161021,G06Q30/06
KR-20170114908-A,20161021,G06Q30/06
KR-20170114908-A,20161021,G06Q30/06
WO-2016197661-A1,20160324,G06Q30/06
WO-2017158640-A1,20160315,G06Q30/06
WO-2017026651-A1,20160628,G06Q30/06
US-9753566-B2,20160517,G06Q30/06
WO-2017020618-A1,20160429,G06Q30/06
US-10565630-B2,20160203,G06Q30/06
US-10565630-B2,20160203,G06Q30/06
US-10565630-B2,20160203,G06Q30/06
JP-WO2017221386-A1,20160623,G06Q30/06
CN-107784332-A,20160824,G06Q30/06
CN-108463835-A,20161121,G06Q30/06
EP-3396521-A4,20161212,G06Q30/06
US-2016239912-A1,20160421,G06Q30/06
US-2018293567-A1,20160930,G06Q30/06
US-2018293567-A1,20160930,G06Q30/06
US-2017124536-A1,20161226,G06Q30/06
KR-20170103463-A,20160304,G06Q30/06
JP-WO2018066102-A1,20161006,G06Q30/06
KR-20180003974-A,20161205,G06Q30/06
KR-20170085770-A,20160115,G06Q30/06
KR-20160088281-A,20160719,G06Q30/06
EP-3147855-A1,20160225,G06Q30/06
WO-2017073885-A1,20160720,G06Q30/06
CN-107194752-A,20160315,G06Q30/06
US-2018013916-A1,20160127,G06Q30/06
US-2016260092-A1,20160322,G06Q30/06
KR-20160104564-A,20160224,G06Q30/06
KR-20170092998-A,20160204,G06Q30/06
KR-20170017704-A,20160502,G06Q30/06
KR-102037010-B1,20160714,G06Q30/06
KR-102037010-B1,20160714,G06Q30/06
KR-20160095609-A,20160106,G06Q30/06
US-2017083901-A1,20161205,G06Q30/06
US-2017083901-A1,20161205,G06Q30/06
US-2017103055-A1,20161128,G06Q30/06
US-2017103055-A1,20161128,G06Q30/06
WO-2017075498-A1,20161028,G06Q30/06
WO-2017120709-A1,20161130,G06Q30/06
WO-2016115380-A1,20160114,G06Q30/06
WO-2016121808-A1,20160127,G06Q30/06
US-10404703-B1,20161202,G06Q30/06
KR-101676344-B1,20160317,G06Q30/06
KR-101676344-B1,20160317,G06Q30/06
US-2017372420-A1,20160628,G06Q30/06
US-2017372420-A1,20160628,G06Q30/06
US-2017372420-A1,20160628,G06Q30/06
RU-2017135243-A3,20160422,G06Q30/06
US-10055484-B2,20160428,G06Q30/06
US-10055484-B2,20160428,G06Q30/06
US-2018365715-A1,20161202,G06Q30/06
US-2018365715-A1,20161202,G06Q30/06
KR-20170086873-A,20160119,G06Q30/06
KR-20170098664-A,20160222,G06Q30/06
US-10050975-B2,20160317,G06Q30/06
US-10050975-B2,20160317,G06Q30/06
US-10050975-B2,20160317,G06Q30/06
US-9781170-B2,20160816,G06Q30/06
WO-2017149848-A1,20161116,G06Q30/06
WO-2017201851-A1,20160720,G06Q30/06
WO-2017221386-A1,20160623,G06Q30/06
US-9905012-B2,20161222,G06Q30/06
US-9905012-B2,20161222,G06Q30/06
WO-2017010941-A1,20160711,G06Q30/06
KR-20170085159-A,20160113,G06Q30/06
KR-20170090178-A,20160128,G06Q30/06
US-10176468-B1,20160610,G06Q30/06
US-9547856-B2,20160506,G06Q30/06
WO-2016130010-A1,20160211,G06Q30/06
WO-2016130010-A1,20160211,G06Q30/06
US-10235701-B2,20160602,G06Q30/06
US-10235701-B2,20160602,G06Q30/06
MX-2018007706-A,20161115,G06Q30/06
JP-WO2018123030-A1,20161228,G06Q30/06
WO-2017115286-A1,20161228,G06Q30/06
WO-2018038730-A1,20160825,G06Q30/06
US-9607201-B1,20160422,G06Q30/06
KR-20180026153-A,20160902,G06Q30/06
KR-20160113532-A,20160920,G06Q30/06
KR-20160113532-A,20160920,G06Q30/06
US-2017126906-A1,20161109,G06Q30/06
US-10438159-B2,20161121,G06Q30/06
US-10438159-B2,20161121,G06Q30/06
US-10438159-B2,20161121,G06Q30/06
JP-WO2017141384-A1,20160218,G06Q30/06
US-9785996-B2,20160307,G06Q30/06
US-9785996-B2,20160307,G06Q30/06
WO-2016194625-A1,20160519,G06Q30/06
US-2019197078-A1,20161020,G06Q30/06
US-2016315837-A1,20160630,G06Q30/06
US-2017069177-A1,20160805,G06Q30/06
US-2018293587-A1,20161027,G06Q30/06
JP-6441270-B2,20160815,G06Q30/06
JP-6441270-B2,20160815,G06Q30/06
JP-2017062807-A,20161026,G06Q30/06
HK-1219796-A1,20160704,G06Q30/06
HK-1219796-A1,20160704,G06Q30/06
JP-6345872-B2,20160219,G06Q30/06
JP-2016192218-A,20160607,G06Q30/06
EP-3340160-A1,20160401,G06Q30/06
JP-6535105-B2,20161221,G06Q30/06
US-2018271180-A1,20160401,G06Q30/06
US-2018314991-A1,20160525,G06Q30/06
CN-108431854-A,20161228,G06Q30/06
CN-107368180-A,20160511,G06Q30/06
US-10540645-B2,20160505,G06Q30/06
WO-2017116810-A8,20161219,G06Q30/06
WO-2016138556-A1,20160302,G06Q30/06
WO-2016194275-A1,20160323,G06Q30/06
JP-WO2017221359-A1,20160622,G06Q30/06
EP-3298567-A1,20160519,G06Q30/06
FR-3057977-A1,20161020,G06Q30/06
JP-6105829-B1,20160311,G06Q30/06
EP-3289532-A1,20160428,G06Q30/06
EP-3306548-A1,20160422,G06Q30/06
US-9485301-B2,20160216,G06Q30/06
WO-2017030324-A1,20160812,G06Q30/06
WO-2017018658-A1,20160615,G06Q30/06
WO-2018097392-A1,20161229,G06Q30/06
WO-2017119856-A1,20160413,G06Q30/06
US-2016301775-A1,20160621,G06Q30/06
US-2016301775-A1,20160621,G06Q30/06
US-2017262136-A1,20160314,G06Q30/06
US-2016353240-A1,20160705,G06Q30/06
US-2018364892-A1,20161212,G06Q30/06
WO-2016202075-A1,20160414,G06Q30/06
WO-2016207569-A1,20160624,G06Q30/06
KR-20170127957-A,20160513,G06Q30/06
KR-20170127957-A,20160513,G06Q30/06
CN-106352884-A,20160824,G06Q30/06
EP-3298573-A4,20160311,G06Q30/06
JP-2018516417-A,20160819,G06Q30/06
US-2017090746-A1,20161213,G06Q30/06
WO-2017149365-A1,20160506,G06Q30/06
WO-2017134478-A1,20160203,G06Q30/06
WO-2017134478-A1,20160203,G06Q30/06
WO-2017213293-A1,20160728,G06Q30/06
WO-2018101512-A1,20161130,G06Q30/06
WO-2016186375-A1,20160512,G06Q30/06
US-9779443-B1,20160527,G06Q30/06
US-9779443-B1,20160527,G06Q30/06
US-9779443-B1,20160527,G06Q30/06
WO-2018018546-A1,20160728,G06Q30/06
KR-20170082964-A,20160616,G06Q30/06
TW-201643792-A,20160328,G06Q30/06
CN-108885731-A,20161027,G06Q30/06
HK-1224067-A1,20161021,G06Q30/06
IT-201600088910-A1,20160901,G06Q30/06
EP-3133547-A1,20160308,G06Q30/06
US-2018039961-A1,20160304,G06Q30/06
US-2018096326-A1,20160414,G06Q30/06
US-2018096326-A1,20160414,G06Q30/06
US-2018096326-A1,20160414,G06Q30/06
WO-2016139644-A1,20160304,G06Q30/06
WO-2017022943-A1,20160613,G06Q30/06
WO-2016178225-A1,20160504,G06Q30/06
WO-2017010939-A4,20160711,G06Q30/06
WO-2017058078-A1,20160922,G06Q30/06
WO-2017088699-A1,20161118,G06Q30/06
TW-201636922-A,20160107,G06Q30/06
US-2017091837-A1,20161212,G06Q30/06
US-2019205587-A1,20160825,G06Q30/06
KR-101707653-B1,20160229,G06Q30/06
KR-20170120757-A,20160422,G06Q30/06
KR-20170120757-A,20160422,G06Q30/06
WO-2017099425-A1,20161201,G06Q30/06
WO-2016112099-A1,20160106,G06Q30/06
US-9569795-B1,20160225,G06Q30/06
US-9569795-B1,20160225,G06Q30/06
KR-20170119397-A,20160419,G06Q30/06
US-10475016-B2,20161013,G06Q30/06
US-10475016-B2,20161013,G06Q30/06
US-10475016-B2,20161013,G06Q30/06
WO-2016178097-A1,20160504,G06Q30/06
WO-2016178097-A1,20160504,G06Q30/06
WO-2017044677-A1,20160909,G06Q30/06
WO-2018042549-A1,20160831,G06Q30/06
US-9652219-B2,20160916,G06Q30/06
US-9652219-B2,20160916,G06Q30/06
US-10043317-B2,20161118,G06Q30/06
KR-101882699-B1,20161230,G06Q30/06
WO-2016147184-A1,20160316,G06Q30/06
JP-WO2017111142-A1,20161222,G06Q30/06
JP-WO2017111142-A1,20161222,G06Q30/06
CA-3003443-A1,20161027,G06Q30/06
US-2019026778-A1,20161219,G06Q30/06
MX-2017013624-A,20160422,G06Q30/06
US-2019340669-A1,20161006,G06Q30/06
KR-20180027861-A,20160907,G06Q30/06
KR-20160129702-A,20160128,G06Q30/06
US-2017294122-A1,20160408,G06Q30/06
US-2016218880-A1,20160202,G06Q30/06
US-2016218880-A1,20160202,G06Q30/06
KR-20170087700-A,20160121,G06Q30/06
CN-105894352-A,20160330,G06Q30/06
WO-2017100865-A1,20161219,G06Q30/06
WO-2016188210-A1,20160324,G06Q30/06
WO-2017115777-A1,20161227,G06Q30/06
WO-2017115777-A1,20161227,G06Q30/06
KR-20170096463-A,20160216,G06Q30/06
KR-20160033677-A,20160310,G06Q30/06
WO-2017004677-A1,20160707,G06Q30/06
WO-2017066002-A1,20160930,G06Q30/06
US-2017004529-A1,20160914,G06Q30/06
US-10353888-B1,20160303,G06Q30/06
KR-20180049719-A,20161103,G06Q30/06
CN-106992921-A,20161019,G06Q30/06
CN-106992921-A,20161019,G06Q30/06
EP-3046064-A1,20160113,G06Q30/06
EP-3046064-A1,20160113,G06Q30/06
WO-2017003764-A1,20160621,G06Q30/06
WO-2017018857-A1,20160729,G06Q30/06
WO-2017119096-A1,20160107,G06Q30/06
US-9928507-B2,20160309,G06Q30/06
US-9928507-B2,20160309,G06Q30/06
WO-2017040426-A1,20160829,G06Q30/06
US-9710743-B2,20160308,G06Q30/06
US-9710743-B2,20160308,G06Q30/06
US-9710743-B2,20160308,G06Q30/06
WO-2016153200-A2,20160311,G06Q30/06
WO-2017007233-A2,20160706,G06Q30/06
WO-2017007149-A1,20160622,G06Q30/06
WO-2017043746-A1,20160706,G06Q30/06
WO-2017043746-A1,20160706,G06Q30/06
US-9900323-B2,20161212,G06Q30/06
WO-2018012648-A2,20160714,G06Q30/06
WO-2017171116-A1,20160330,G06Q30/06
WO-2017082477-A1,20160302,G06Q30/06
WO-2017107792-A1,20161212,G06Q30/06
WO-2017100755-A1,20161212,G06Q30/06
WO-2017104654-A1,20161213,G06Q30/06
US-9792784-B2,20160805,G06Q30/06
US-9792784-B2,20160805,G06Q30/06
WO-2016122183-A1,20160126,G06Q30/06
WO-2017120737-A1,20160111,G06Q30/06
US-9652808-B2,20160211,G06Q30/06
US-9652808-B2,20160211,G06Q30/06
US-9785992-B2,20161031,G06Q30/06
US-9785992-B2,20161031,G06Q30/06
US-9990477-B2,20160729,G06Q30/06
US-9990477-B2,20160729,G06Q30/06
US-9990477-B2,20160729,G06Q30/06
WO-2017082476-A1,20160219,G06Q30/06
KR-20170128680-A,20160512,G06Q30/06
KR-20170128680-A,20160512,G06Q30/06
US-10387862-B2,20160422,G06Q30/06
US-10387862-B2,20160422,G06Q30/06
SG-11201804457S-A,20161118,G06Q30/06
KR-20180022512-A,20160824,G06Q30/06
WO-2018062634-A1,20161230,G06Q30/06
US-9998245-B2,20160317,G06Q30/06
US-9998245-B2,20160317,G06Q30/06
US-9998245-B2,20160317,G06Q30/06
ZA-201600337-B,20160115,G06Q30/06
WO-2016168699-A1,20160415,G06Q30/06
US-9972039-B2,20160607,G06Q30/06
US-9972039-B2,20160607,G06Q30/06
WO-2017038739-A1,20160829,G06Q30/06
US-9819561-B2,20161014,G06Q30/06
WO-2017089790-A1,20161123,G06Q30/06
US-9978021-B2,20160106,G06Q30/06
US-9978021-B2,20160106,G06Q30/06
KR-20170084901-A,20160113,G06Q30/06
JP-WO2017195250-A1,20160509,G06Q30/06
KR-101940754-B1,20160526,G06Q30/06
KR-101940754-B1,20160526,G06Q30/06
KR-101675820-B1,20160119,G06Q30/06
WO-2017138205-A1,20161115,G06Q30/06
JP-2017004557-A,20160907,G06Q30/06
US-2017018019-A1,20160928,G06Q30/06
US-2018039939-A1,20160804,G06Q30/06
US-2018039939-A1,20160804,G06Q30/06
WO-2016199397-A1,20160607,G06Q30/06
WO-2017066431-A1,20161013,G06Q30/06
WO-2017195287-A1,20160511,G06Q30/06
WO-2018026048-A1,20160829,G06Q30/06
WO-2017070469-A1,20161021,G06Q30/06
US-9905130-B2,20160408,G06Q30/06
WO-2017109702-A1,20161220,G06Q30/06
US-9661274-B2,20160630,G06Q30/06
US-9661274-B2,20160630,G06Q30/06
US-9996869-B2,20160329,G06Q30/06
US-9996869-B2,20160329,G06Q30/06
US-9996869-B2,20160329,G06Q30/06
WO-2017052034-A1,20160614,G06Q30/06
WO-2017034302-A1,20160823,G06Q30/06
WO-2017119528-A1,20160111,G06Q30/06
WO-2016189785-A1,20160323,G06Q30/06
WO-2016199537-A1,20160512,G06Q30/06
US-9613354-B2,20160322,G06Q30/06
US-9613354-B2,20160322,G06Q30/06
WO-2017026544-A1,20160812,G06Q30/06
WO-2017149777-A1,20160304,G06Q30/06
WO-2016122155-A1,20160120,G06Q30/06
US-2017039664-A1,20161021,G06Q30/06
US-2017039664-A1,20161021,G06Q30/06
KR-20170095609-A,20160215,G06Q30/06
WO-2017083715-A1,20161111,G06Q30/06
US-9928529-B2,20161212,G06Q30/06
KR-20170132187-A,20160302,G06Q30/06
KR-101769854-B1,20160129,G06Q30/06
KR-101826405-B1,20160106,G06Q30/06
JP-WO2017145510-A1,20161221,G06Q30/06
KR-20180022511-A,20160824,G06Q30/06
KR-20180022511-A,20160824,G06Q30/06
US-2016284143-A1,20160610,G06Q30/06
US-2016284143-A1,20160610,G06Q30/06
US-2017066639-A1,20161121,G06Q30/06
WO-2016179323-A1,20160504,G06Q30/06
WO-2017022929-A1,20160421,G06Q30/06
WO-2017090905-A1,20161031,G06Q30/06
WO-2018100681-A1,20161130,G06Q30/06
US-9569645-B2,20160113,G06Q30/06
US-9569645-B2,20160113,G06Q30/06
WO-2017041145-A1,20160912,G06Q30/06
WO-2017073660-A1,20161027,G06Q30/06
US-9740372-B2,20161101,G06Q30/06
US-9740372-B2,20161101,G06Q30/06
