publication_number,filing_date,cpc_code
JP-2016103290-A,20160114,G06Q30/06
CN-107077694-A,20160801,G06Q30/06
AU-2016400119-A1,20161228,G06Q30/06
WO-2017128031-A1,20160126,G06Q30/06
WO-2016146396-A1,20160303,G06Q30/06
WO-2016188281-A1,20160422,G06Q30/06
WO-2016188281-A1,20160422,G06Q30/06
WO-2017016257-A1,20160429,G06Q30/06
WO-2016163846-A2,20160411,G06Q30/06
WO-2016167492-A1,20160325,G06Q30/06
WO-2018061057-A1,20160929,G06Q30/06
WO-2016201525-A1,20160617,G06Q30/06
WO-2016184285-A1,20160420,G06Q30/06
WO-2017072589-A2,20161027,G06Q30/06
AU-2016208396-A1,20160728,G06Q30/06
JP-6571287-B2,20161020,G06Q30/06
CN-106067849-B,20160524,G06Q30/06
CN-108140228-A,20160830,G06Q30/06
CN-107657497-A,20160726,G06Q30/06
AU-2016203835-A1,20160609,G06Q30/06
GB-2544401-A,20161006,G06Q30/06
GB-2558444-A,20160819,G06Q30/06
EP-3396616-A1,20161213,G06Q30/06
GB-201807485-D0,20161027,G06Q30/06
JP-6315742-B1,20161130,G06Q30/06
CN-107451876-A,20160531,G06Q30/06
CN-106651192-A,20161229,G06Q30/06
CN-108475407-A,20161020,G06Q30/06
JP-6257005-B2,20160907,G06Q30/06
EP-3435317-A4,20160912,G06Q30/06
AU-2016200140-A1,20160111,G06Q30/06
JP-5992122-B1,20160412,G06Q30/06
EP-3282402-A1,20160812,G06Q30/06
AU-2016231576-A1,20160922,G06Q30/06
CN-106134163-A,20160622,G06Q30/06
EP-3314587-A1,20160624,G06Q30/06
CN-106127476-A,20160630,G06Q30/06
CN-107016606-A,20161208,G06Q30/06
CN-105894353-A,20160330,G06Q30/06
WO-2017047966-A1,20160906,G06Q30/06
WO-2017086760-A1,20161121,G06Q30/06
US-9858595-B2,20160406,G06Q30/06
US-9858595-B2,20160406,G06Q30/06
US-9858595-B2,20160406,G06Q30/06
WO-2018032136-A1,20160814,G06Q30/06
WO-2016153200-A3,20160311,G06Q30/06
DE-202016001429-U1,20160225,G06Q30/06
JP-6374906-B2,20160506,G06Q30/06
CN-108140167-A,20160919,G06Q30/06
CN-108140167-A,20160919,G06Q30/06
CN-106022880-B,20160519,G06Q30/06
CN-106408387-A,20160923,G06Q30/06
CN-106408387-A,20160923,G06Q30/06
FI-20165673-A,20160908,G06Q30/06
JP-2019507386-A,20160304,G06Q30/06
JP-2019507386-A,20160304,G06Q30/06
GB-201713756-D0,20160201,G06Q30/06
GB-201713756-D0,20160201,G06Q30/06
GB-201713756-D0,20160201,G06Q30/06
GB-201614855-D0,20160901,G06Q30/06
JP-6185216-B1,20161006,G06Q30/06
DE-112016006295-T5,20160218,G06Q30/06
CN-109313779-A,20160714,G06Q30/06
JP-2019526113-A,20160714,G06Q30/06
EP-3306548-A4,20160422,G06Q30/06
EP-3306548-A4,20160422,G06Q30/06
EP-3254180-A1,20160201,G06Q30/06
EP-3254180-A1,20160201,G06Q30/06
EP-3254180-A1,20160201,G06Q30/06
MX-2019005171-A,20160926,G06Q30/06
SG-11201706243W-A,20160208,G06Q30/06
KR-101734915-B1,20160202,G06Q30/06
EP-3292517-A4,20160505,G06Q30/06
JP-6165277-B2,20160114,G06Q30/06
CN-106408374-A,20160830,G06Q30/06
AU-2016268774-A1,20160517,G06Q30/06
DE-102016112911-A1,20160713,G06Q30/06
DE-102016112911-A1,20160713,G06Q30/06
IL-243971-D0,20160204,G06Q30/06
EP-3352122-A4,20160906,G06Q30/06
CN-105844514-A,20160506,G06Q30/06
GB-2564041-A,20160218,G06Q30/06
CN-107960127-A,20160504,G06Q30/06
CN-107960127-A,20160504,G06Q30/06
CA-2936764-A1,20160721,G06Q30/06
DE-102016216200-A1,20160829,G06Q30/06
JP-6410994-B2,20161129,G06Q30/06
JP-2018036805-A,20160831,G06Q30/06
CN-106548302-A,20161201,G06Q30/06
AU-2016321238-A1,20160908,G06Q30/06
AU-2016321238-A1,20160908,G06Q30/06
DE-202016000503-U1,20160128,G06Q30/06
AU-2016269513-A1,20161208,G06Q30/06
JP-2018081399-A,20161115,G06Q30/06
JP-2018522333-A,20160422,G06Q30/06
CN-106056439-A,20160613,G06Q30/06
JP-2018018246-A,20160727,G06Q30/06
EP-3413258-A4,20160427,G06Q30/06
CN-105741091-B,20160128,G06Q30/06
BR-112018009030-A8,20161101,G06Q30/06
CN-106296359-A,20160813,G06Q30/06
JP-6085072-B1,20160218,G06Q30/06
EP-3185199-A1,20161220,G06Q30/06
EP-3284051-A1,20160415,G06Q30/06
JP-2017037666-A,20160929,G06Q30/06
JP-6542399-B2,20161115,G06Q30/06
JP-6533876-B2,20161013,G06Q30/06
EP-3392822-A1,20161202,G06Q30/06
CN-106462897-A,20160519,G06Q30/06
CN-106372889-A,20160831,G06Q30/06
CN-106651240-A,20161010,G06Q30/06
EP-3389000-A1,20161124,G06Q30/06
CN-108242004-A,20161225,G06Q30/06
AU-2016396716-A1,20161221,G06Q30/06
AU-2016203835-B2,20160609,G06Q30/06
CN-107111832-A,20161222,G06Q30/06
CN-106097590-B,20160617,G06Q30/06
EP-3391324-A1,20161115,G06Q30/06
JP-6304665-B2,20160609,G06Q30/06
CA-2986384-A1,20160504,G06Q30/06
JP-2016106317-A,20160208,G06Q30/06
CA-2988920-A1,20160525,G06Q30/06
CN-105988756-A,20160317,G06Q30/06
CN-105684028-A,20160126,G06Q30/06
CN-106506610-A,20161021,G06Q30/06
CN-110192212-A,20160714,G06Q30/06
EP-3316738-A4,20160621,G06Q30/06
EP-3411848-A1,20161123,G06Q30/06
JP-6087467-B2,20160811,G06Q30/06
JP-6144861-B1,20160310,G06Q30/06
EP-3384399-A1,20161202,G06Q30/06
BR-102016000694-A2,20160113,G06Q30/06
CN-107220714-A,20160928,G06Q30/06
EP-3284053-A1,20160411,G06Q30/06
EP-3284053-A1,20160411,G06Q30/06
JP-6406635-B2,20161221,G06Q30/06
GB-2549426-A,20160310,G06Q30/06
CN-107430742-A,20160325,G06Q30/06
EP-3125173-A1,20160713,G06Q30/06
CN-106203685-A,20160629,G06Q30/06
CN-107798571-A,20160831,G06Q30/06
CN-105761134-A,20160330,G06Q30/06
JP-2017227954-A,20160620,G06Q30/06
JP-2017227954-A,20160620,G06Q30/06
JP-2017108401-A,20161201,G06Q30/06
JP-2017108401-A,20161201,G06Q30/06
JP-2017108401-A,20161201,G06Q30/06
DE-102016001872-A1,20160217,G06Q30/06
CN-107636711-A,20160322,G06Q30/06
CN-110073391-A,20161228,G06Q30/06
CN-105976231-A,20160624,G06Q30/06
EP-3367325-A4,20161020,G06Q30/06
JP-6349586-B2,20161110,G06Q30/06
DE-102016225678-A1,20161220,G06Q30/06
BR-102016026147-A2,20161108,G06Q30/06
CN-106600332-A,20161216,G06Q30/06
EP-3413258-A1,20160427,G06Q30/06
KR-101842979-B1,20160829,G06Q30/06
KR-101842979-B1,20160829,G06Q30/06
SG-11201805400W-A,20161213,G06Q30/06
KR-20170115767-A,20160408,G06Q30/06
KR-101671449-B1,20160122,G06Q30/06
TW-201732684-A,20161229,G06Q30/06
CN-108701343-A,20161121,G06Q30/06
CN-108701343-A,20161121,G06Q30/06
CN-108141708-A,20160706,G06Q30/06
CN-108141708-A,20160706,G06Q30/06
AU-2016201687-A1,20160316,G06Q30/06
CN-106056429-B,20160526,G06Q30/06
JP-2018106498-A,20161227,G06Q30/06
EP-3057043-A1,20160211,G06Q30/06
EP-3057043-A1,20160211,G06Q30/06
WO-2017217591-A1,20160830,G06Q30/06
WO-2017033171-A1,20160829,G06Q30/06
WO-2017116810-A1,20161219,G06Q30/06
WO-2017121057-A1,20160520,G06Q30/06
EP-3399493-A4,20160930,G06Q30/06
HK-1221383-A1,20160815,G06Q30/06
JP-6242444-B2,20160725,G06Q30/06
BR-102016012981-A2,20160607,G06Q30/06
CN-106408428-A,20160920,G06Q30/06
CN-108229873-A,20161222,G06Q30/06
CA-2991852-A1,20160712,G06Q30/06
CN-105672729-A,20160113,G06Q30/06
CN-106529661-A,20160317,G06Q30/06
CN-106529661-A,20160317,G06Q30/06
CN-106134163-B,20160622,G06Q30/06
EP-3284053-A4,20160411,G06Q30/06
EP-3284053-A4,20160411,G06Q30/06
CA-2953047-A1,20161228,G06Q30/06
CN-106022868-A,20160511,G06Q30/06
CN-106960370-A,20160112,G06Q30/06
CN-106960370-A,20160112,G06Q30/06
CN-108027842-A,20160908,G06Q30/06
CN-108027842-A,20160908,G06Q30/06
CN-106570692-A,20161018,G06Q30/06
CN-106097004-A,20160607,G06Q30/06
AU-2016259200-B2,20160504,G06Q30/06
HK-1212495-A1,20160108,G06Q30/06
CN-106846087-A,20161220,G06Q30/06
CN-106559602-A,20160309,G06Q30/06
US-10242566-B2,20160629,G06Q30/06
US-10242566-B2,20160629,G06Q30/06
KR-20170088242-A,20160122,G06Q30/06
CN-109983493-A,20161121,G06Q30/06
JP-2018041428-A,20161020,G06Q30/06
HK-1224415-A1,20161102,G06Q30/06
HK-1224415-A1,20161102,G06Q30/06
CN-108463843-A,20161227,G06Q30/06
CN-108463843-A,20161227,G06Q30/06
CN-108025871-A,20160722,G06Q30/06
CN-105956028-A,20160425,G06Q30/06
IL-248891-A,20161110,G06Q30/06
IL-248891-A,20161110,G06Q30/06
HK-1223212-A1,20160930,G06Q30/06
JP-2018520713-A,20160502,G06Q30/06
JP-2018520713-A,20160502,G06Q30/06
EP-3343492-A4,20160825,G06Q30/06
CN-107871253-A,20160923,G06Q30/06
CA-2984606-A1,20160502,G06Q30/06
CA-2984606-A1,20160502,G06Q30/06
JP-2016105312-A,20160204,G06Q30/06
JP-2019502205-A,20160825,G06Q30/06
HK-1213076-A1,20160129,G06Q30/06
JP-2018527045-A,20160630,G06Q30/06
CN-108268245-A,20161229,G06Q30/06
CN-106560859-A,20160928,G06Q30/06
CN-106408369-A,20160826,G06Q30/06
JP-2018524699-A,20160714,G06Q30/06
JP-2018524699-A,20160714,G06Q30/06
GB-201613983-D0,20160816,G06Q30/06
CN-107958399-A,20161014,G06Q30/06
AU-2016202680-A1,20160427,G06Q30/06
JP-2017050033-A,20161214,G06Q30/06
CN-106875175-A,20160628,G06Q30/06
CN-105913277-A,20160406,G06Q30/06
GB-2568838-A,20161020,G06Q30/06
CA-2984634-A1,20160505,G06Q30/06
CN-106204240-A,20160723,G06Q30/06
US-2016232530-A1,20160208,G06Q30/06
JP-2017062847-A,20161209,G06Q30/06
JP-2017062847-A,20161209,G06Q30/06
CN-105684018-A,20160125,G06Q30/06
CN-107341669-A,20161205,G06Q30/06
AU-2016225883-A1,20160908,G06Q30/06
EP-3326137-A1,20160712,G06Q30/06
EP-3326137-A1,20160712,G06Q30/06
EP-3289548-B1,20160422,G06Q30/06
EP-3252697-A1,20160601,G06Q30/06
CN-108022121-A,20161028,G06Q30/06
AU-2016377551-A1,20161213,G06Q30/06
EP-3369064-A1,20161028,G06Q30/06
BR-112018004889-A2,20160906,G06Q30/06
DE-102016006646-A1,20160602,G06Q30/06
CN-106485574-A,20161021,G06Q30/06
EP-3147834-A1,20160927,G06Q30/06
CN-108431859-A,20161213,G06Q30/06
CA-2986686-A1,20160311,G06Q30/06
CN-106355477-A,20160920,G06Q30/06
EP-3382608-A4,20161118,G06Q30/06
JP-2017041259-A,20160926,G06Q30/06
JP-2017134732-A,20160129,G06Q30/06
CN-108140208-A,20160826,G06Q30/06
CN-106447128-A,20161021,G06Q30/06
JP-6525920-B2,20160428,G06Q30/06
JP-6525920-B2,20160428,G06Q30/06
JP-6525920-B2,20160428,G06Q30/06
JP-6028130-B1,20160209,G06Q30/06
JP-2016171584-A,20160428,G06Q30/06
JP-2016171584-A,20160428,G06Q30/06
JP-2016171584-A,20160428,G06Q30/06
CN-107924551-A,20160902,G06Q30/06
CN-107924551-A,20160902,G06Q30/06
CN-107977875-A,20161025,G06Q30/06
CN-105988756-B,20160317,G06Q30/06
CN-106204217-A,20160708,G06Q30/06
JP-6043883-B2,20160216,G06Q30/06
JP-6043883-B2,20160216,G06Q30/06
EP-3391324-A4,20161115,G06Q30/06
AU-2016259200-A1,20160504,G06Q30/06
CN-106204197-A,20160627,G06Q30/06
CN-105938596-A,20160301,G06Q30/06
CN-108269143-A,20161230,G06Q30/06
CN-107730962-A,20160914,G06Q30/06
JP-6559792-B2,20160302,G06Q30/06
FR-3060172-A1,20161212,G06Q30/06
AU-2016100104-A4,20160203,G06Q30/06
EP-3267388-A1,20160602,G06Q30/06
EP-3389001-A1,20161124,G06Q30/06
EP-3389001-A1,20161124,G06Q30/06
JP-6313837-B1,20161118,G06Q30/06
GB-2542671-A,20160722,G06Q30/06
GB-2550732-B,20160302,G06Q30/06
AU-2016225928-A1,20160909,G06Q30/06
AU-2016201415-A1,20160303,G06Q30/06
CN-107993111-A,20161026,G06Q30/06
AU-2016102436-A4,20161228,G06Q30/06
AU-2016210607-A1,20160801,G06Q30/06
AU-2016210607-A1,20160801,G06Q30/06
CN-107851280-A,20160628,G06Q30/06
AU-2016344608-A1,20161027,G06Q30/06
CN-107534420-A,20160302,G06Q30/06
CN-107767203-A,20160822,G06Q30/06
AU-2016244953-A1,20160323,G06Q30/06
CN-106301884-A,20160622,G06Q30/06
GB-201712109-D0,20160302,G06Q30/06
EP-3340160-A4,20160401,G06Q30/06
WO-2016129905-A1,20160205,G06Q30/06
WO-2018035729-A1,20160824,G06Q30/06
WO-2018027292-A1,20161122,G06Q30/06
WO-2016209990-A1,20160622,G06Q30/06
JP-2018022456-A,20160824,G06Q30/06
JP-2018022456-A,20160824,G06Q30/06
EP-3266104-A4,20160302,G06Q30/06
CN-107784540-A,20160826,G06Q30/06
EP-3362970-A1,20160930,G06Q30/06
CN-108074157-A,20161118,G06Q30/06
CN-108242007-A,20161226,G06Q30/06
JP-6633211-B2,20160905,G06Q30/06
JP-6322781-B1,20160825,G06Q30/06
CN-108140282-A,20160915,G06Q30/06
EP-3289548-A1,20160422,G06Q30/06
CN-108205724-A,20161216,G06Q30/06
CN-106296367-A,20160819,G06Q30/06
JP-2017188023-A,20160408,G06Q30/06
EP-3179435-A1,20161206,G06Q30/06
GB-2553857-A,20160920,G06Q30/06
JP-6511216-B2,20161203,G06Q30/06
JP-2017220126-A,20160609,G06Q30/06
JP-2017220126-A,20160609,G06Q30/06
AU-2016228113-A1,20160302,G06Q30/06
CN-107133834-A,20160229,G06Q30/06
JP-6430458-B2,20161104,G06Q30/06
GB-2543612-A,20160816,G06Q30/06
GB-2543612-A,20160816,G06Q30/06
CN-107292692-A,20160401,G06Q30/06
JP-2018055483-A,20160929,G06Q30/06
CN-105637551-A,20160111,G06Q30/06
JP-2018109842-A,20161228,G06Q30/06
EP-3320448-A4,20160711,G06Q30/06
EP-3389001-A4,20161124,G06Q30/06
EP-3389001-A4,20161124,G06Q30/06
BR-102016005638-A2,20160315,G06Q30/06
CN-107886387-A,20160930,G06Q30/06
CY-1118790-T1,20161228,G06Q30/06
CN-105913293-A,20160330,G06Q30/06
EP-3196827-A1,20161202,G06Q30/06
JP-2018518732-A,20160411,G06Q30/06
JP-2018518732-A,20160411,G06Q30/06
AU-2016219581-A1,20160823,G06Q30/06
JP-6514834-B2,20161104,G06Q30/06
JP-6320665-B2,20160509,G06Q30/06
EP-3251070-A1,20160129,G06Q30/06
EP-3304448-A4,20160525,G06Q30/06
CN-107133628-A,20160226,G06Q30/06
AU-2016203811-A1,20160608,G06Q30/06
CA-2998701-A1,20160401,G06Q30/06
CN-107527253-A,20160621,G06Q30/06
DE-202016004515-U1,20160725,G06Q30/06
WO-2017069536-A1,20161020,G06Q30/06
WO-2017011790-A1,20160715,G06Q30/06
GB-2550732-A,20160302,G06Q30/06
BR-112018012739-A2,20161115,G06Q30/06
JP-2017157117-A,20160304,G06Q30/06
JP-6123040-B1,20160525,G06Q30/06
GB-2552288-A,20160323,G06Q30/06
AU-2016203470-A1,20160526,G06Q30/06
JP-2017134767-A,20160129,G06Q30/06
EP-3343492-A1,20160825,G06Q30/06
GB-201717264-D0,20161221,G06Q30/06
CN-108108378-A,20161124,G06Q30/06
CN-108292453-A,20161019,G06Q30/06
CN-107924533-A,20160825,G06Q30/06
CN-106228436-A,20160826,G06Q30/06
EP-3362965-A4,20161013,G06Q30/06
EP-3279847-A1,20160804,G06Q30/06
EP-3279847-A1,20160804,G06Q30/06
JP-2016136383-A,20160113,G06Q30/06
JP-2016136383-A,20160113,G06Q30/06
JP-2016136383-A,20160113,G06Q30/06
CN-108140209-A,20160915,G06Q30/06
CN-106231110-A,20160812,G06Q30/06
CN-107533674-A,20160422,G06Q30/06
CN-105635169-B,20160126,G06Q30/06
DE-102016118882-A1,20161005,G06Q30/06
CN-106447428-A,20160909,G06Q30/06
CN-106447471-A,20161130,G06Q30/06
GB-2550798-A,20160302,G06Q30/06
CN-107408260-A,20160325,G06Q30/06
IL-248891-D0,20161110,G06Q30/06
IL-248891-D0,20161110,G06Q30/06
JP-6299853-B2,20161209,G06Q30/06
JP-6299853-B2,20161209,G06Q30/06
EP-3320448-A1,20160711,G06Q30/06
CN-108780451-A,20161219,G06Q30/06
EP-3062281-A1,20160212,G06Q30/06
CN-106408238-A,20160919,G06Q30/06
CA-2985028-C,20160504,G06Q30/06
CA-2984420-A1,20160428,G06Q30/06
CN-106408373-A,20160830,G06Q30/06
GB-201621229-D0,20161214,G06Q30/06
CA-2938573-A1,20160811,G06Q30/06
CA-2986454-A1,20160519,G06Q30/06
CN-106251201-A,20160729,G06Q30/06
CN-109643434-A,20161020,G06Q30/06
WO-2017034309-A1,20160824,G06Q30/06
US-9563890-B2,20160530,G06Q30/06
US-9563890-B2,20160530,G06Q30/06
WO-2017063083-A1,20161013,G06Q30/06
JP-2017021816-A,20160815,G06Q30/06
JP-2017021816-A,20160815,G06Q30/06
CN-106204209-A,20160701,G06Q30/06
CN-106940857-A,20160104,G06Q30/06
US-10360610-B2,20160122,G06Q30/06
US-10360610-B2,20160122,G06Q30/06
MX-2016009002-A,20160708,G06Q30/06
MX-2016009002-A,20160708,G06Q30/06
WO-2017212327-A1,20161216,G06Q30/06
CN-105956900-A,20160422,G06Q30/06
CN-105701700-A,20160315,G06Q30/06
CN-105787784-A,20160304,G06Q30/06
CN-105812374-A,20160330,G06Q30/06
GB-201615980-D0,20160920,G06Q30/06
US-9973894-B2,20161214,G06Q30/06
WO-2017106043-A1,20161209,G06Q30/06
WO-2018051485-A1,20160916,G06Q30/06
WO-2017026638-A1,20160615,G06Q30/06
WO-2017026638-A1,20160615,G06Q30/06
US-9800572-B2,20160802,G06Q30/06
US-9800572-B2,20160802,G06Q30/06
US-9800572-B2,20160802,G06Q30/06
JP-6547842-B2,20161213,G06Q30/06
JP-2018511121-A,20160302,G06Q30/06
CN-106506616-A,20161101,G06Q30/06
CN-105741091-A,20160128,G06Q30/06
EP-3379467-A4,20161102,G06Q30/06
AU-2016203811-B2,20160608,G06Q30/06
AU-2016203811-B2,20160608,G06Q30/06
AU-2016273968-A1,20161216,G06Q30/06
CN-107025585-A,20160129,G06Q30/06
EP-3437057-A4,20161228,G06Q30/06
EP-3370201-A1,20161027,G06Q30/06
KR-20170096921-A,20160217,G06Q30/06
RU-2017141935-A3,20160502,G06Q30/06
RU-2017141935-A3,20160502,G06Q30/06
KR-101808259-B1,20160316,G06Q30/06
BR-112017023743-A2,20160502,G06Q30/06
BR-112017023743-A2,20160502,G06Q30/06
JP-6215441-B1,20161227,G06Q30/06
EP-3369062-A4,20161020,G06Q30/06
DE-102016118611-A1,20160930,G06Q30/06
AU-2016262718-A1,20161124,G06Q30/06
CN-108292413-A,20160930,G06Q30/06
CN-106230851-A,20160829,G06Q30/06
JP-6458861-B2,20160318,G06Q30/06
KR-20170091402-A,20160201,G06Q30/06
AU-2016260749-A1,20160510,G06Q30/06
EP-3362970-A4,20160930,G06Q30/06
JP-2019505189-A,20161214,G06Q30/06
GB-2542470-B,20160715,G06Q30/06
JP-2016131045-A,20160418,G06Q30/06
EP-3289532-A4,20160428,G06Q30/06
CA-2985028-A1,20160504,G06Q30/06
JP-2018088175-A,20161129,G06Q30/06
EP-3379486-A1,20161121,G06Q30/06
EP-3369061-A4,20161027,G06Q30/06
EP-3369061-A4,20161027,G06Q30/06
CN-107977834-A,20161021,G06Q30/06
JP-6585281-B2,20160909,G06Q30/06
JP-6585281-B2,20160909,G06Q30/06
IT-201600132156-A1,20161229,G06Q30/06
CN-105931101-A,20160419,G06Q30/06
CN-106054619-A,20160324,G06Q30/06
CN-107798571-B,20160831,G06Q30/06
HK-1218175-A1,20160526,G06Q30/06
HK-1218175-A1,20160526,G06Q30/06
EP-3369064-A4,20161028,G06Q30/06
DE-102016003074-A1,20160312,G06Q30/06
EP-3096275-A1,20160111,G06Q30/06
EP-3096275-A1,20160111,G06Q30/06
JP-2016189634-A,20160810,G06Q30/06
JP-2016189634-A,20160810,G06Q30/06
FR-3049373-A1,20160324,G06Q30/06
CN-107169812-A,20160308,G06Q30/06
JP-6370342-B2,20160727,G06Q30/06
CN-106022880-A,20160519,G06Q30/06
CA-2931475-A1,20160530,G06Q30/06
HK-1214384-A1,20160226,G06Q30/06
CN-107533724-A,20161221,G06Q30/06
CN-107533724-A,20161221,G06Q30/06
JP-2018005370-A,20160629,G06Q30/06
JP-2017037650-A,20160811,G06Q30/06
JP-6124235-B1,20161215,G06Q30/06
CA-2940356-A1,20160829,G06Q30/06
CA-2989625-A1,20160621,G06Q30/06
AU-2016101819-A4,20161010,G06Q30/06
CN-106875243-A,20160629,G06Q30/06
CN-105725414-A,20160129,G06Q30/06
JP-6170261-B1,20160525,G06Q30/06
CN-105979368-A,20160607,G06Q30/06
CN-106251211-A,20160912,G06Q30/06
CA-2980910-A1,20160513,G06Q30/06
CN-106447465-A,20161029,G06Q30/06
CN-107067589-A,20161220,G06Q30/06
CN-108230075-A,20161221,G06Q30/06
JP-6509173-B2,20160926,G06Q30/06
AU-2016238928-A1,20161007,G06Q30/06
CN-106096892-A,20160622,G06Q30/06
GB-2544871-A,20161007,G06Q30/06
JP-2019506649-A,20161027,G06Q30/06
AU-2016200571-A1,20160129,G06Q30/06
HK-1212800-A1,20160120,G06Q30/06
JP-6458755-B2,20160315,G06Q30/06
JP-6458755-B2,20160315,G06Q30/06
GB-2556075-A,20161117,G06Q30/06
GB-2556075-A,20161117,G06Q30/06
ES-2585977-A1,20160315,G06Q30/06
CN-106296340-A,20160714,G06Q30/06
CN-107645530-A,20160722,G06Q30/06
EP-3349174-A4,20160902,G06Q30/06
EP-3349174-A4,20160902,G06Q30/06
CN-107920880-A,20160630,G06Q30/06
CN-107679045-A,20160801,G06Q30/06
CN-107679045-A,20160801,G06Q30/06
CA-2937252-A1,20160728,G06Q30/06
CN-105930691-A,20160414,G06Q30/06
EP-3070694-A1,20160308,G06Q30/06
CA-3004487-A1,20161101,G06Q30/06
DE-112016007189-T5,20161020,G06Q30/06
EP-3291161-A1,20160819,G06Q30/06
EP-3379467-A1,20161102,G06Q30/06
HK-1221802-A1,20160714,G06Q30/06
JP-2017167748-A,20160315,G06Q30/06
JP-2017167748-A,20160315,G06Q30/06
AU-2016249905-A1,20160411,G06Q30/06
AU-2016249905-A1,20160411,G06Q30/06
JP-2018525700-A,20160428,G06Q30/06
JP-6654128-B2,20161115,G06Q30/06
DE-102016114610-A1,20160806,G06Q30/06
CN-107430740-A,20160204,G06Q30/06
EP-3374951-A1,20161014,G06Q30/06
JP-2016164784-A,20160322,G06Q30/06
HK-1220839-A1,20160720,G06Q30/06
FR-3048522-B1,20160302,G06Q30/06
JP-2017073154-A,20161125,G06Q30/06
JP-2016219034-A,20160725,G06Q30/06
JP-6271089-B2,20160107,G06Q30/06
EP-3396616-A4,20161213,G06Q30/06
AU-2016101869-A4,20161010,G06Q30/06
CN-107239687-A,20160329,G06Q30/06
CN-105552902-A,20160125,G06Q30/06
CN-106203921-A,20160714,G06Q30/06
CA-2977194-A1,20160304,G06Q30/06
CN-108780554-A,20161228,G06Q30/06
CA-2987190-A1,20160525,G06Q30/06
CN-108154375-A,20161206,G06Q30/06
JP-2018521375-A,20160422,G06Q30/06
CN-107851272-A,20160517,G06Q30/06
CA-2998512-A1,20160915,G06Q30/06
DE-102016010140-A1,20160819,G06Q30/06
CN-109196541-A,20161129,G06Q30/06
AU-2016201964-A1,20160330,G06Q30/06
EP-3362965-A1,20161013,G06Q30/06
CN-106881721-A,20160921,G06Q30/06
CN-107230123-A,20160325,G06Q30/06
JP-2018536939-A,20161118,G06Q30/06
JP-2017211714-A,20160523,G06Q30/06
JP-2016170801-A,20160506,G06Q30/06
JP-6275800-B2,20161026,G06Q30/06
AU-2016289274-A1,20160707,G06Q30/06
AU-2016289274-A1,20160707,G06Q30/06
CN-108352042-A,20161020,G06Q30/06
CN-106600424-A,20161215,G06Q30/06
CN-108022140-A,20161102,G06Q30/06
AU-2016320876-B2,20160909,G06Q30/06
AU-2016320876-B2,20160909,G06Q30/06
EP-3497412-A4,20161122,G06Q30/06
JP-6473523-B2,20160722,G06Q30/06
GB-2543907-A,20160901,G06Q30/06
JP-2018538638-A,20160906,G06Q30/06
HK-1221784-A1,20160815,G06Q30/06
GB-201613873-D0,20160812,G06Q30/06
JP-6254752-B2,20160107,G06Q30/06
CN-105913307-A,20160427,G06Q30/06
GB-201611455-D0,20160630,G06Q30/06
CN-106740680-A,20161215,G06Q30/06
CN-106469369-A,20161103,G06Q30/06
CN-108140215-A,20160401,G06Q30/06
CA-2950854-A1,20161207,G06Q30/06
JP-2017041276-A,20161104,G06Q30/06
KR-20170111875-A,20160330,G06Q30/06
JP-6271612-B2,20160209,G06Q30/06
JP-6271612-B2,20160209,G06Q30/06
EP-3379486-A4,20161121,G06Q30/06
EP-3320514-A4,20161221,G06Q30/06
HK-1224048-A1,20161025,G06Q30/06
CN-108230055-A,20161209,G06Q30/06
JP-2018507667-A,20160302,G06Q30/06
EP-3497412-A1,20161122,G06Q30/06
JP-6188839-B2,20160204,G06Q30/06
JP-2017079063-A,20161019,G06Q30/06
JP-2017079063-A,20161019,G06Q30/06
CH-713277-A2,20161222,G06Q30/06
CH-713277-A2,20161222,G06Q30/06
JP-2018010559-A,20160715,G06Q30/06
JP-6131398-B1,20160824,G06Q30/06
JP-2016197416-A,20160608,G06Q30/06
GB-201815136-D0,20160218,G06Q30/06
GB-2551406-A,20160901,G06Q30/06
JP-2018077733-A,20161110,G06Q30/06
CA-2987203-A1,20160630,G06Q30/06
CN-106384224-A,20160829,G06Q30/06
CN-108140219-A,20161214,G06Q30/06
CN-108352033-A,20160829,G06Q30/06
CN-105701549-A,20160105,G06Q30/06
JP-6316389-B2,20161125,G06Q30/06
GB-201612303-D0,20160715,G06Q30/06
JP-2019500697-A,20161213,G06Q30/06
EP-3043303-A1,20160107,G06Q30/06
JP-6212724-B2,20160607,G06Q30/06
JP-2016095883-A,20160216,G06Q30/06
JP-2016095883-A,20160216,G06Q30/06
EP-3276546-A1,20160728,G06Q30/06
CN-106991425-A,20160121,G06Q30/06
HK-1218338-A1,20160602,G06Q30/06
CN-107430741-A,20160325,G06Q30/06
AU-2016320876-A1,20160909,G06Q30/06
AU-2016320876-A1,20160909,G06Q30/06
EP-3287977-A1,20161128,G06Q30/06
CN-107577684-A,20160705,G06Q30/06
JP-6586380-B2,20160301,G06Q30/06
JP-2017102934-A,20161220,G06Q30/06
CA-3026822-A1,20161122,G06Q30/06
CA-2995287-A1,20160819,G06Q30/06
GB-201617066-D0,20161007,G06Q30/06
EP-3246868-A1,20160518,G06Q30/06
EP-3370201-A4,20161027,G06Q30/06
EP-3401723-A4,20161222,G06Q30/06
EP-3401723-A4,20161222,G06Q30/06
CA-2936393-A1,20160715,G06Q30/06
EP-3121782-A1,20160720,G06Q30/06
